Minutes, Seconds, Cell Alive, Maximum Cell Count, Cells Died, Cells Died by Swelling, Cells Died by Lack of ATP, Cells Died by Lack of ATP that were Splitting, Cells Died in the last 30 Seconds, Cells Died in the last 30 Seconds (Swelling), Cells Died in the last 30 Seconds (ATP), Cells Died in the last 30 Seconds (ATP & Splitting), Cells Created, Cells Created in the last 30 Seconds, Average Cell Lifetime(in seconds), Cell Lifetime Standard Deviation, Average Cell Size, Cell Size Standard Deviation, Average Cell Length, Cell Length Standard Deviation, Flagellum Absolute, Flagellum Percent, Membrane Absolute, Membrane Percent, Energy Manager Absolute, Energy Manager percent, Splitting Manager Absolute, Splitting Manager Percent, Total Food, Total Poison
8,0,202,202,190,12,178,51,11,3,8,0,342,45,100.042358,86.937210,3.741982,0.736913,3.311172,0.741341,2,0.009901,0,0.000000,7,0.034653,68,0.336634,193160.546875,0.015966
8,30,244,244,194,13,181,52,4,1,3,1,388,46,109.216286,90.584999,3.751421,0.755760,3.292316,0.750819,2,0.008197,0,0.000000,10,0.040984,80,0.327869,261421.343750,0.000047
9,0,292,292,199,18,181,52,5,5,0,0,441,53,114.453583,91.538284,3.753436,0.757053,3.296782,0.736796,2,0.006849,0,0.000000,12,0.041096,96,0.328767,298609.750000,0.000002
9,30,340,342,216,35,181,52,17,17,0,0,506,65,114.139282,89.573967,3.797164,0.757885,3.266821,0.744571,2,0.005882,0,0.000000,14,0.041176,121,0.355882,327758.343750,0.003100
10,0,374,376,245,55,190,57,29,20,9,5,569,63,119.913925,91.725777,3.850233,0.729947,3.249306,0.731616,3,0.008021,0,0.000000,13,0.034759,141,0.377005,342448.843750,0.002697
10,30,387,396,297,93,204,64,52,38,14,7,634,65,122.511505,90.625557,3.919858,0.697370,3.186544,0.703115,3,0.007752,0,0.000000,13,0.033592,164,0.423773,344929.000000,0.002575
11,0,362,396,379,163,216,69,82,70,12,5,691,57,123.572899,96.260269,4.087577,0.622286,3.113909,0.680049,2,0.005525,0,0.000000,9,0.024862,191,0.527624,341228.218750,0.000095
11,30,321,396,464,235,229,76,85,72,13,7,735,44,119.624802,92.757629,4.189397,0.554685,3.050062,0.657721,2,0.006231,0,0.000000,9,0.028037,196,0.610592,329310.625000,0.010746
12,0,319,396,524,284,240,83,60,49,11,7,793,58,113.681633,90.783813,4.248546,0.525734,3.035502,0.667842,2,0.006270,0,0.000000,11,0.034483,212,0.664577,329367.562500,0.010731
12,30,292,396,591,340,251,92,67,56,11,9,833,40,110.595016,84.442993,4.293286,0.487089,3.029094,0.676845,2,0.006849,0,0.000000,10,0.034247,206,0.705479,322842.750000,0.019405
13,0,298,396,642,384,258,96,51,44,7,4,890,57,107.243057,84.876366,4.355525,0.455448,2.989970,0.666677,2,0.006711,0,0.000000,14,0.046980,237,0.795302,324319.281250,0.014408
13,30,322,396,681,418,263,97,39,34,5,1,953,63,104.256310,82.008453,4.381774,0.446874,3.008129,0.712330,4,0.012422,0,0.000000,13,0.040373,267,0.829193,332082.531250,0.009680
14,0,339,396,716,450,266,97,35,32,3,0,1005,52,107.895821,79.651665,4.399051,0.446602,3.014735,0.763763,3,0.008850,0,0.000000,14,0.041298,293,0.864307,337200.281250,0.012511
14,30,354,396,754,483,271,97,38,33,5,0,1058,53,113.501045,80.664650,4.435782,0.443028,3.025381,0.761696,3,0.008475,0,0.000000,12,0.033898,317,0.895480,342654.531250,0.007099
15,0,385,396,784,511,273,98,30,28,2,1,1119,61,116.431168,82.112442,4.436408,0.444405,3.048842,0.807628,2,0.005195,0,0.000000,11,0.028571,354,0.919481,346470.875000,0.000000
15,30,416,416,809,536,273,98,25,25,0,0,1175,56,123.628876,85.912346,4.434724,0.429354,3.091437,0.838455,3,0.007212,0,0.000000,12,0.028846,390,0.937500,347259.843750,0.000000
16,0,453,453,837,564,273,98,28,28,0,0,1240,65,126.911354,86.729294,4.450743,0.448774,3.133779,0.860886,3,0.006623,0,0.000000,16,0.035320,432,0.953642,347192.093750,0.000000
16,29,482,486,879,606,273,98,42,42,0,0,1311,71,125.989265,87.475975,4.472867,0.470491,3.157557,0.856457,4,0.008299,0,0.000000,20,0.041494,458,0.950207,347058.093750,0.000069
16,59,498,501,923,650,273,98,44,44,0,0,1371,60,129.720444,87.304207,4.484061,0.493512,3.180384,0.852692,4,0.008032,0,0.000000,26,0.052209,474,0.951807,346954.031250,0.002659
17,29,510,510,989,716,273,98,66,66,0,0,1449,78,124.244324,86.006844,4.489995,0.495971,3.226692,0.893785,4,0.007843,0,0.000000,25,0.049020,488,0.956863,346994.875000,0.000001
17,59,499,511,1059,786,273,98,70,70,0,0,1508,59,123.245651,82.971428,4.526144,0.542446,3.254063,0.894149,2,0.004008,0,0.000000,26,0.052104,480,0.961924,346967.281250,0.003074
18,29,482,511,1139,866,273,98,80,80,0,0,1571,63,120.299980,80.662125,4.528369,0.562166,3.307200,0.909682,3,0.006224,0,0.000000,28,0.058091,463,0.960581,347073.687500,0.002178
18,59,460,511,1212,939,273,98,73,73,0,0,1622,51,121.263794,78.623779,4.560546,0.585535,3.356327,0.924435,4,0.008696,0,0.000000,29,0.063043,444,0.965217,347169.718750,0.001775
19,29,438,511,1290,1015,275,99,78,76,2,1,1678,56,120.682159,76.996658,4.599743,0.570333,3.361935,0.880899,2,0.004566,0,0.000000,27,0.061644,428,0.977169,347313.875000,0.000000
19,59,437,511,1369,1088,281,101,79,73,6,2,1756,78,115.049591,78.538612,4.600158,0.607352,3.431219,0.924522,3,0.006865,0,0.000000,28,0.064073,428,0.979405,347409.437500,0.000005
20,29,415,511,1445,1159,286,102,76,71,5,1,1810,54,116.062485,79.499229,4.642295,0.638963,3.471035,0.935863,3,0.007229,0,0.000000,28,0.067470,406,0.978313,347468.937500,0.000001
20,59,394,511,1520,1226,294,105,75,67,8,3,1864,54,114.560181,74.764275,4.667145,0.647222,3.500716,0.941349,1,0.002538,0,0.000000,25,0.063452,388,0.984772,347314.468750,0.000206
21,29,352,511,1608,1299,309,115,88,73,15,10,1910,46,112.864876,75.933571,4.691178,0.676422,3.525825,0.962676,1,0.002841,0,0.000000,28,0.079545,348,0.988636,344620.156250,0.000076
21,59,356,511,1657,1337,320,123,49,38,11,8,1963,53,113.043747,76.637093,4.673392,0.665870,3.591396,0.997348,1,0.002809,0,0.000000,27,0.075843,351,0.985955,344854.968750,0.000371
22,29,374,511,1704,1378,326,127,47,41,6,4,2028,65,110.927475,77.974854,4.678212,0.662340,3.666657,1.028872,3,0.008021,0,0.000000,34,0.090909,367,0.981283,346573.437500,0.000000
22,59,376,511,1758,1422,336,133,54,44,10,6,2084,56,108.918083,74.476181,4.664433,0.684860,3.725171,1.103094,3,0.007979,0,0.000000,35,0.093085,370,0.984043,346377.843750,0.003226
23,29,380,511,1800,1456,344,140,42,34,8,7,2130,46,115.915871,77.273407,4.676806,0.689043,3.768267,1.115236,2,0.005263,0,0.000000,36,0.094737,374,0.984211,346733.968750,0.002558
23,59,407,511,1838,1494,344,140,38,38,0,0,2195,65,117.269630,80.862961,4.688689,0.703709,3.847691,1.158659,4,0.009828,0,0.000000,43,0.105651,398,0.977887,347330.718750,0.000000
24,29,403,511,1883,1535,348,142,45,41,4,2,2236,41,123.474236,79.327995,4.720124,0.710688,3.887003,1.181981,4,0.009926,0,0.000000,45,0.111663,395,0.980149,347319.125000,0.000470
24,59,407,511,1933,1584,349,143,50,49,1,1,2290,54,127.077896,84.484261,4.720649,0.741381,3.899380,1.173689,3,0.007371,0,0.000000,47,0.115479,396,0.972973,347282.468750,0.000009
25,29,403,511,1993,1643,350,144,60,59,1,1,2346,56,126.714264,87.417770,4.787418,0.763313,3.961247,1.186025,4,0.009926,0,0.000000,52,0.129032,390,0.967742,347343.750000,0.003667
25,59,410,511,2056,1706,350,144,63,63,0,0,2416,70,119.017845,86.635712,4.810975,0.775106,3.956279,1.200292,4,0.009756,0,0.000000,56,0.136585,396,0.965854,347253.500000,0.000076
26,29,393,511,2116,1766,350,144,60,60,0,0,2459,43,121.760956,87.401985,4.856175,0.811713,3.955727,1.239845,2,0.005089,0,0.000000,59,0.150127,379,0.964377,347000.062500,0.006913
26,59,396,511,2167,1815,352,144,51,49,2,0,2513,54,120.673164,83.097298,4.894080,0.819627,3.974385,1.251541,2,0.005051,0,0.000000,54,0.136364,379,0.957071,347011.625000,0.000014
27,29,407,511,2215,1863,352,144,48,48,0,0,2572,59,120.098778,83.973030,4.919772,0.831762,3.989560,1.233202,1,0.002457,0,0.000000,56,0.137592,390,0.958231,347244.718750,0.000044
27,59,411,511,2265,1911,354,146,50,48,2,2,2626,54,122.822525,86.957886,4.936223,0.840169,4.031553,1.205108,1,0.002433,0,0.000000,62,0.150852,394,0.958637,347249.562500,0.000000
28,29,401,511,2327,1973,354,146,62,62,0,0,2678,52,123.557793,89.173882,4.979479,0.825424,4.046267,1.211368,1,0.002494,0,0.000000,69,0.172070,380,0.947631,347276.468750,0.000542
28,59,392,511,2387,2032,355,146,60,59,1,0,2729,51,123.259384,90.851578,5.001100,0.817284,4.094522,1.214839,1,0.002551,0,0.000000,70,0.178571,371,0.946429,347018.468750,0.000302
29,29,407,511,2435,2079,356,146,48,47,1,0,2792,63,123.020500,93.499313,5.040292,0.826654,4.151941,1.200338,1,0.002457,0,0.000000,78,0.191646,389,0.955774,347312.000000,0.000000
29,59,402,511,2488,2132,356,146,53,53,0,0,2840,48,124.525749,92.290718,5.044364,0.823369,4.181354,1.216599,1,0.002488,0,0.000000,83,0.206468,384,0.955224,347048.250000,0.000000
30,29,427,511,2529,2173,356,146,41,41,0,0,2906,66,124.581711,94.593941,5.065783,0.801735,4.192785,1.228569,1,0.002342,0,0.000000,97,0.227166,410,0.960187,347268.562500,0.000000
30,59,440,511,2580,2221,359,149,51,48,3,3,2970,64,124.948120,96.037094,5.058794,0.814283,4.270191,1.220586,1,0.002273,0,0.000000,105,0.238636,426,0.968182,347325.281250,0.000000
31,29,434,511,2643,2272,371,158,63,51,12,9,3027,57,130.065918,97.181770,5.098775,0.794592,4.292395,1.209177,0,0.000000,0,0.000000,100,0.230415,421,0.970046,347371.656250,0.000223
31,59,428,511,2703,2326,377,161,60,54,6,3,3081,54,133.437912,101.194717,5.152363,0.778777,4.290802,1.212987,0,0.000000,0,0.000000,109,0.254673,417,0.974299,347372.593750,0.000001
32,29,421,511,2763,2376,387,166,60,50,10,5,3134,53,138.182587,106.694771,5.173517,0.763869,4.321965,1.214973,0,0.000000,0,0.000000,114,0.270784,412,0.978622,347419.375000,0.000000
32,59,412,511,2828,2428,400,175,65,52,13,9,3190,56,137.955597,111.364426,5.213279,0.759620,4.294501,1.238485,0,0.000000,0,0.000000,125,0.303398,403,0.978155,347353.562500,0.000011
33,29,439,511,2867,2459,408,183,39,31,8,8,3256,66,139.241318,116.504295,5.222611,0.766948,4.279006,1.245713,0,0.000000,0,0.000000,135,0.307517,429,0.977221,347228.125000,0.000000
33,59,436,511,2923,2506,417,190,56,47,9,7,3309,53,140.755402,118.880112,5.259005,0.759896,4.328517,1.265856,0,0.000000,0,0.000000,150,0.344037,425,0.974771,347214.281250,0.000034
34,29,436,511,2973,2549,424,192,50,43,7,2,3359,50,141.521576,119.464790,5.290411,0.751016,4.311073,1.245789,0,0.000000,0,0.000000,161,0.369266,426,0.977064,347226.000000,0.000000
34,59,449,511,3018,2589,429,197,45,40,5,5,3417,58,141.006302,110.725281,5.300807,0.752810,4.332085,1.239580,0,0.000000,0,0.000000,172,0.383074,441,0.982183,347099.343750,0.000002
35,29,464,511,3063,2631,432,199,45,42,3,2,3477,60,142.490097,113.182503,5.314489,0.762297,4.409966,1.241830,0,0.000000,0,0.000000,183,0.394397,458,0.987069,346944.125000,0.019012
35,59,456,511,3112,2676,436,201,49,45,4,2,3518,41,147.815659,112.005478,5.311045,0.764341,4.417985,1.277443,0,0.000000,0,0.000000,196,0.429825,449,0.984649,347050.375000,0.000000
36,29,469,511,3162,2724,438,203,50,48,2,2,3581,63,146.333038,115.886261,5.332666,0.763643,4.453852,1.256597,0,0.000000,0,0.000000,204,0.434968,461,0.982942,346957.843750,0.000013
36,59,507,511,3191,2751,440,203,29,27,2,0,3648,67,149.529602,120.109657,5.338848,0.756948,4.464466,1.254533,0,0.000000,0,0.000000,219,0.431953,498,0.982249,346904.562500,0.000000
37,29,527,527,3231,2789,442,204,40,38,2,1,3708,60,154.130417,121.723351,5.323488,0.763332,4.472375,1.263506,0,0.000000,0,0.000000,238,0.451613,516,0.979127,346631.000000,0.000000
37,59,555,556,3265,2821,444,204,34,32,2,0,3770,62,158.510986,118.942688,5.335262,0.764143,4.488116,1.263919,0,0.000000,0,0.000000,256,0.461261,544,0.980180,346538.593750,0.000111
38,29,577,581,3299,2848,451,205,34,27,7,1,3826,56,167.397964,121.788719,5.341863,0.751773,4.491685,1.252436,0,0.000000,0,0.000000,268,0.464471,566,0.980936,346436.062500,0.000894
38,59,597,602,3344,2886,458,209,45,38,7,4,3891,65,169.327774,119.757072,5.331160,0.748047,4.506889,1.255843,0,0.000000,0,0.000000,279,0.467337,584,0.978224,346406.062500,0.000000
39,29,601,611,3394,2936,458,209,50,50,0,0,3945,54,173.913406,123.424728,5.365128,0.741391,4.495789,1.245355,0,0.000000,0,0.000000,275,0.457571,586,0.975042,346337.437500,0.002304
39,59,627,628,3438,2979,459,209,44,43,1,0,4015,70,175.562820,128.776627,5.347149,0.743822,4.511692,1.226024,0,0.000000,0,0.000000,301,0.480064,610,0.972887,346261.156250,0.000010
40,29,630,633,3492,3026,466,211,54,47,7,2,4072,57,179.734055,130.007294,5.354887,0.735656,4.520561,1.214281,0,0.000000,0,0.000000,309,0.490476,614,0.974603,346353.531250,0.000009
40,59,663,664,3534,3067,467,211,42,41,1,0,4147,75,178.061142,129.173416,5.353649,0.724572,4.582412,1.198703,0,0.000000,0,0.000000,324,0.488688,646,0.974359,346380.218750,0.004701
41,29,647,664,3586,3117,469,212,52,50,2,1,4183,36,187.661453,127.737183,5.352042,0.730441,4.601559,1.179759,0,0.000000,0,0.000000,321,0.496136,630,0.973725,346223.812500,0.002134
41,59,662,664,3636,3164,472,215,50,47,3,3,4248,65,190.277054,132.483215,5.355537,0.727818,4.607535,1.176623,0,0.000000,0,0.000000,337,0.509063,646,0.975831,346463.656250,0.000592
42,29,670,670,3687,3207,480,220,51,43,8,5,4307,59,195.707153,135.099045,5.371028,0.721881,4.599399,1.177187,0,0.000000,0,0.000000,341,0.508955,653,0.974627,346620.406250,0.000001
42,59,681,683,3736,3241,495,231,49,34,15,11,4367,60,202.167603,135.572754,5.380265,0.722375,4.614969,1.183470,0,0.000000,0,0.000000,341,0.500734,659,0.967695,346999.750000,0.000000
43,29,664,683,3799,3295,504,238,63,54,9,7,4413,46,210.808060,139.708405,5.393836,0.721162,4.617289,1.185339,0,0.000000,0,0.000000,333,0.501506,642,0.966867,346923.156250,0.000241
43,59,653,683,3853,3343,510,243,54,48,6,5,4456,43,215.641556,140.255966,5.402936,0.717562,4.629903,1.185962,0,0.000000,0,0.000000,326,0.499234,630,0.964778,346944.406250,0.000000
44,29,620,683,3924,3407,517,247,71,64,7,4,4494,38,220.826492,141.792068,5.427837,0.721510,4.623328,1.189203,0,0.000000,0,0.000000,307,0.495161,598,0.964516,346741.625000,0.000079
44,59,603,683,3995,3463,532,259,71,56,15,12,4548,54,219.436356,143.549240,5.449713,0.718728,4.611340,1.164553,0,0.000000,0,0.000000,303,0.502488,581,0.963516,346421.031250,0.002292
45,29,587,683,4053,3512,541,266,58,49,9,7,4590,42,222.536301,147.432510,5.440692,0.730085,4.623536,1.154860,0,0.000000,0,0.000000,296,0.504259,565,0.962521,346421.562500,0.000002
45,59,573,683,4115,3567,548,271,62,55,7,5,4638,48,218.039505,148.055420,5.447528,0.721024,4.631793,1.156038,1,0.001745,0,0.000000,297,0.518325,552,0.963351,346438.093750,0.000080
46,29,552,683,4177,3626,551,274,62,59,3,3,4679,41,216.154404,148.704117,5.464128,0.720680,4.656380,1.131786,1,0.001812,0,0.000000,290,0.525362,532,0.963768,346502.250000,0.003194
46,59,560,683,4228,3671,557,279,51,45,6,5,4738,59,211.257736,154.118347,5.469213,0.718221,4.678102,1.114377,1,0.001786,0,0.000000,295,0.526786,540,0.964286,346385.218750,0.006195
47,29,547,683,4285,3723,562,283,57,52,5,4,4782,44,208.127762,153.561859,5.463291,0.719839,4.713671,1.101857,1,0.001828,0,0.000000,287,0.524680,530,0.968921,346464.093750,0.006351
47,59,550,683,4326,3762,564,284,41,39,2,1,4826,44,206.831314,151.125885,5.444283,0.729917,4.740861,1.103733,1,0.001818,0,0.000000,290,0.527273,535,0.972727,346441.968750,0.000395
48,29,573,683,4374,3806,568,286,48,44,4,2,4897,71,198.428345,153.732117,5.416187,0.760381,4.790714,1.078611,1,0.001745,0,0.000000,312,0.544503,556,0.970332,346415.187500,0.003369
48,59,583,683,4414,3842,572,287,40,36,4,1,4947,50,197.872940,149.917953,5.429552,0.770324,4.801377,1.073519,1,0.001715,0,0.000000,319,0.547170,565,0.969125,346496.593750,0.000000
49,29,597,683,4455,3877,578,290,41,35,6,3,5002,55,199.272644,148.284042,5.408300,0.784777,4.821225,1.096482,2,0.003350,0,0.000000,323,0.541039,581,0.973199,346285.343750,0.000025
49,59,592,683,4501,3920,581,293,46,43,3,3,5043,41,204.315475,147.230392,5.399896,0.789752,4.843257,1.075521,2,0.003378,0,0.000000,325,0.548986,576,0.972973,346272.843750,0.000000
50,29,594,683,4546,3960,586,294,45,40,5,1,5090,47,207.118713,149.248810,5.400668,0.782527,4.848575,1.077207,3,0.005051,0,0.000000,335,0.563973,579,0.974747,346459.718750,0.000000
50,59,612,683,4586,3996,590,295,40,36,4,1,5148,58,207.274948,149.331604,5.406403,0.777646,4.860937,1.067604,3,0.004902,0,0.000000,348,0.568627,597,0.975490,346507.000000,0.004672
51,29,631,683,4637,4040,597,296,51,44,7,1,5218,70,204.250046,153.114731,5.427425,0.772484,4.855261,1.080978,3,0.004754,0,0.000000,371,0.587956,612,0.969889,346677.750000,0.006310
51,59,622,683,4684,4085,599,297,47,45,2,1,5256,38,211.394516,154.239182,5.436230,0.767047,4.880532,1.084574,3,0.004823,0,0.000000,374,0.601286,603,0.969453,346650.968750,0.000189
52,29,622,683,4727,4126,601,297,43,41,2,0,5299,43,216.497894,156.008545,5.440336,0.767856,4.879076,1.085038,3,0.004823,0,0.000000,367,0.590032,604,0.971061,346619.875000,0.002862
52,59,627,683,4780,4176,604,298,53,50,3,1,5357,58,214.438248,158.213211,5.468801,0.747666,4.915077,1.095693,3,0.004785,0,0.000000,379,0.604466,604,0.963317,346691.250000,0.002072
53,29,630,683,4823,4217,606,299,43,41,2,1,5403,46,217.269714,158.484314,5.481395,0.738206,4.933128,1.086418,3,0.004762,0,0.000000,384,0.609524,607,0.963492,346688.062500,0.000001
53,59,623,683,4875,4262,613,303,52,45,7,4,5448,45,221.121384,158.560562,5.480495,0.737308,4.944543,1.096078,3,0.004815,0,0.000000,385,0.617977,599,0.961477,346290.593750,0.000297
54,29,633,683,4913,4296,617,305,38,34,4,2,5496,48,228.780212,165.128983,5.481139,0.740973,4.947774,1.095233,3,0.004739,0,0.000000,402,0.635071,610,0.963665,346745.781250,0.000000
54,59,641,683,4961,4341,620,307,48,45,3,2,5552,56,227.690811,165.393280,5.489312,0.741953,4.965023,1.082162,3,0.004680,0,0.000000,411,0.641186,619,0.965679,346860.531250,0.000119
55,29,636,683,5011,4389,622,307,50,48,2,0,5597,45,228.700104,166.060059,5.501707,0.726842,4.987747,1.079777,3,0.004717,0,0.000000,404,0.635220,608,0.955975,346874.593750,0.000034
55,59,635,683,5058,4429,629,310,47,40,7,3,5643,46,232.973007,168.261993,5.526633,0.700799,4.974701,1.067746,3,0.004724,0,0.000000,406,0.639370,609,0.959055,347042.812500,0.000147
56,29,607,683,5117,4482,635,316,59,53,6,6,5674,31,238.554977,165.477325,5.539770,0.691617,4.954870,1.065710,4,0.006590,0,0.000000,390,0.642504,579,0.953871,346612.750000,0.000249
56,59,612,683,5162,4517,645,322,45,35,10,6,5724,50,242.894653,169.900787,5.540931,0.698127,4.961193,1.075134,3,0.004902,0,0.000000,398,0.650327,586,0.957516,346851.406250,0.000587
57,29,609,683,5221,4569,652,327,59,52,7,5,5780,56,239.321960,170.880142,5.540974,0.690639,4.992837,1.086894,4,0.006568,0,0.000000,409,0.671593,582,0.955665,346723.531250,0.000104
57,59,588,683,5289,4627,662,333,68,58,10,6,5827,47,235.783218,171.235947,5.546375,0.691276,5.003211,1.081614,4,0.006803,0,0.000000,399,0.678571,564,0.959184,346537.468750,0.003329
58,29,577,683,5340,4672,668,335,51,45,6,2,5867,40,233.669296,165.981522,5.538269,0.689714,5.003410,1.074404,5,0.008666,0,0.000000,399,0.691508,549,0.951473,346694.250000,0.000000
58,59,566,683,5395,4718,677,339,55,46,9,4,5911,44,236.696259,173.314713,5.559898,0.687968,5.009866,1.061710,5,0.008834,0,0.000000,405,0.715548,539,0.952297,346398.312500,0.000000
59,29,573,683,5448,4759,689,346,53,41,12,7,5971,60,234.288254,183.063812,5.538229,0.711936,5.046184,1.071131,4,0.006981,0,0.000000,422,0.736475,543,0.947644,346539.750000,0.000140
59,59,578,683,5492,4800,692,347,44,41,3,1,6020,49,229.005249,178.903580,5.552407,0.706921,5.017718,1.087522,5,0.008651,0,0.000000,430,0.743945,550,0.951557,347060.031250,0.002321
60,29,567,683,5540,4842,698,352,48,42,6,5,6057,37,232.370285,177.131866,5.553098,0.709752,5.036921,1.082139,5,0.008818,0,0.000000,419,0.738977,538,0.948854,346903.937500,0.000000
60,59,556,683,5579,4881,698,352,39,39,0,0,6085,28,239.894272,179.571640,5.547993,0.710832,5.056450,1.087166,6,0.010791,0,0.000000,415,0.746403,529,0.951439,347029.812500,0.023753
61,29,534,683,5626,4925,701,355,47,44,3,3,6110,25,244.924103,178.797867,5.549377,0.712150,5.078197,1.085914,5,0.009363,0,0.000000,405,0.758427,507,0.949438,346698.625000,0.000041
61,59,531,683,5663,4962,701,355,37,37,0,0,6144,34,248.298111,181.164429,5.556414,0.718184,5.092710,1.089929,6,0.011299,0,0.000000,410,0.772128,507,0.954802,346896.718750,0.000000
62,29,529,683,5702,5001,701,355,39,39,0,0,6181,37,245.048553,176.020355,5.578438,0.700476,5.081596,1.107379,6,0.011342,0,0.000000,407,0.769376,503,0.950851,347293.437500,0.002011
62,59,514,683,5747,5045,702,355,45,44,1,0,6211,30,245.806366,175.412674,5.612404,0.702674,5.086204,1.124547,6,0.011673,0,0.000000,399,0.776265,492,0.957198,347042.031250,0.000011
63,29,499,683,5792,5089,703,356,45,44,1,1,6241,30,246.561127,172.997208,5.630576,0.711299,5.081599,1.139201,5,0.010020,0,0.000000,382,0.765531,479,0.959920,347278.000000,0.000000
63,59,470,683,5844,5138,706,359,52,49,3,3,6264,23,247.625595,164.915237,5.639509,0.709207,5.031746,1.165618,5,0.010638,0,0.000000,365,0.776596,452,0.961702,347091.531250,0.000070
64,29,466,683,5896,5189,707,359,52,51,1,0,6312,48,235.117477,167.878296,5.665305,0.680523,4.998574,1.176393,5,0.010730,0,0.000000,370,0.793991,449,0.963519,346629.562500,0.002336
64,59,441,683,5951,5243,708,359,55,54,1,0,6342,30,228.594009,161.204498,5.687647,0.655541,4.979679,1.186491,6,0.013605,0,0.000000,354,0.802721,426,0.965986,347242.250000,0.001126
65,29,429,683,5993,5284,709,360,42,41,1,1,6372,30,230.016876,161.003891,5.708246,0.638683,4.972973,1.190493,6,0.013986,0,0.000000,347,0.808858,415,0.967366,347166.656250,0.000000
65,59,410,683,6042,5333,709,360,49,49,0,0,6402,30,221.839523,154.888885,5.731943,0.628563,4.975158,1.189004,6,0.014634,0,0.000000,330,0.804878,398,0.970732,347175.187500,0.000000
66,29,395,683,6083,5373,710,361,41,40,1,1,6428,26,222.279846,156.194656,5.733774,0.618456,4.977176,1.178389,6,0.015190,0,0.000000,318,0.805063,384,0.972152,347383.031250,0.000004
