Minutes, Seconds, Cell Alive, Maximum Cell Count, Cells Died, Cells Died by Swelling, Cells Died by Lack of ATP, Cells Died by Lack of ATP that were Splitting, Cells Died in the last 30 Seconds, Cells Died in the last 30 Seconds (Swelling), Cells Died in the last 30 Seconds (ATP), Cells Died in the last 30 Seconds (ATP & Splitting), Cells Created, Cells Created in the last 30 Seconds, Average Cell Lifetime(in seconds), Cell Lifetime Standard Deviation, Average Cell Size, Cell Size Standard Deviation, Average Cell Length, Cell Length Standard Deviation, Flagellum Absolute, Flagellum Percent, Membrane Absolute, Membrane Percent, Energy Manager Absolute, Energy Manager percent, Splitting Manager Absolute, Splitting Manager Percent, Total Food, Total Poison
20,57,9,124,370,229,141,70,0,0,0,0,329,1,146.536682,159.840134,5.102659,0.987045,5.342790,0.941592,0,0.000000,0,0.000000,0,0.000000,8,0.888889,349869.843750,0.000000
21,27,10,124,371,229,142,71,1,0,1,1,331,2,155.935883,162.717972,5.084228,0.938024,5.319149,0.896083,0,0.000000,0,0.000000,0,0.000000,9,0.900000,349867.531250,0.000000
21,57,12,124,372,229,143,71,1,0,1,0,334,3,157.379272,161.692963,5.017087,0.872607,5.407802,0.894907,0,0.000000,0,0.000000,0,0.000000,11,0.916667,349846.062500,0.000000
22,27,14,124,373,230,143,71,1,1,0,0,337,3,152.729813,166.892090,4.942800,0.828116,5.547112,0.915015,0,0.000000,0,0.000000,0,0.000000,13,0.928571,349820.375000,0.000000
22,57,14,124,375,231,144,71,2,1,1,0,339,2,166.893555,176.255325,4.931515,0.835160,5.535714,0.921405,0,0.000000,0,0.000000,0,0.000000,13,0.928571,349822.843750,0.000000
23,27,11,124,379,231,148,73,4,0,4,2,340,1,230.788971,184.277985,4.939893,0.941924,5.681818,0.989632,0,0.000000,0,0.000000,0,0.000000,10,0.909091,349822.093750,0.000000
23,57,13,124,381,233,148,73,2,2,0,0,344,4,183.763077,201.545258,4.859615,0.887204,5.801964,0.954364,0,0.000000,0,0.000000,0,0.000000,12,0.923077,349819.093750,0.000000
24,27,7,124,388,238,150,74,7,5,2,1,345,1,174.036575,242.112076,5.034954,1.154731,5.835866,1.146032,0,0.000000,0,0.000000,0,0.000000,6,0.857143,349853.625000,0.000000
24,57,5,124,390,240,150,74,2,2,0,0,345,0,214.258621,285.730652,5.250106,1.305660,5.531915,1.231012,0,0.000000,0,0.000000,0,0.000000,4,0.800000,349798.312500,0.000000
25,27,4,124,393,242,151,75,3,2,1,1,347,2,253.122513,326.306549,5.306715,1.463777,5.571809,1.312858,0,0.000000,0,0.000000,0,0.000000,3,0.750000,349972.031250,0.000001
25,57,1,124,396,243,153,76,3,1,2,1,347,0,844.794006,0.000000,7.840957,0.000000,3.297872,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,350000.000000,0.000000
26,27,1,124,396,243,153,76,0,0,0,0,347,0,874.804993,0.000000,7.840957,0.000000,3.297872,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,350000.000000,0.000000
26,57,1,124,396,243,153,76,0,0,0,0,347,0,904.807007,0.000000,7.840957,0.000000,3.297872,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,350000.000000,0.000000
27,27,1,124,397,243,154,77,1,0,1,1,348,1,934.807983,0.000000,7.840957,0.000000,3.297872,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,350000.000000,0.000000
27,57,1,124,397,243,154,77,0,0,0,0,348,0,964.809021,0.000000,7.840957,0.000000,3.297872,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,350000.000000,0.000000
28,27,1,124,397,243,154,77,0,0,0,0,348,0,994.810974,0.000000,7.840957,0.000000,3.297872,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,350000.000000,0.000000
28,57,1,124,397,243,154,77,0,0,0,0,348,0,1024.822998,0.000000,7.840957,0.000000,3.297872,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,350000.000000,0.000000
29,27,1,124,398,243,155,78,1,0,1,1,349,1,1054.824951,0.000000,7.840957,0.000000,3.297872,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,350000.000000,0.000000
29,57,1,124,398,243,155,78,0,0,0,0,349,0,1084.828003,0.000000,7.840957,0.000000,3.297872,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,350000.000000,0.000000
30,27,1,124,398,243,155,78,0,0,0,0,349,0,1114.833984,0.000000,7.840957,0.000000,3.297872,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,350000.000000,0.000000
30,57,1,124,398,243,155,78,0,0,0,0,349,0,1144.836060,0.000000,7.840957,0.000000,3.297872,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,350000.000000,0.000000
31,27,1,124,398,243,155,78,0,0,0,0,349,0,1174.837036,0.000000,7.840957,0.000000,3.297872,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,350000.000000,0.000000
